@relation InstanceResultListener

@attribute Key_Dataset {ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0}
@attribute Key_Run {1,2}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.LibSVM}
@attribute Key_Scheme_options {'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1'}
@attribute Key_Scheme_version_ID {14172}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,1,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2031,45000,5000,4808,192,0,96.16,3.84,0,0.875679,0.0384,0.195959,12.115273,49.231428,3583.488081,206208,-202624.511919,0.716698,41.2416,-40.524902,3073.29712,0.614659,428636.122321,0.984301,3950,0.130699,129,0.869301,858,0.015699,63,0.968375,0.984301,0.976273,0.87648,0.926801,0.965772,0.9616,0.107998,0.892002,0.0384,0.961115,0.9616,0.961092,0.87648,0.926801,0.940084,0.937822,0.9616,145.131,10.617,144.438032,10.573478,144438.032,10573.478,6866358,29389729,3269729,96.16,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,2,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2034,45000,5000,4802,198,0,96.04,3.96,0,0.872394,0.0396,0.198997,12.493875,49.994751,3583.488081,212652,-209068.511919,0.716698,42.5304,-41.813702,3057.353652,0.611471,426412.469403,0.982058,3941,0.12766,126,0.87234,861,0.017942,72,0.969019,0.982058,0.975495,0.872923,0.927199,0.966033,0.9604,0.106001,0.893999,0.0396,0.959901,0.9604,0.959975,0.872923,0.927199,0.939224,0.936185,0.9604,138.67,11.022,137.964072,10.982709,137964.072,10982.709,6799542,29389729,3269729,96.04,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,3,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2036,45000,5000,4822,178,0,96.44,3.56,0,0.884744,0.0356,0.18868,11.231867,47.402562,3583.488081,191172,-187588.511919,0.716698,38.2344,-37.517702,3110.498544,0.6221,433824.645796,0.986045,3957,0.123607,122,0.876393,865,0.013955,56,0.970091,0.986045,0.978003,0.885553,0.931219,0.967753,0.9644,0.101962,0.898038,0.0356,0.963992,0.9644,0.963929,0.885553,0.931219,0.944016,0.942356,0.9644,145.234,10.896,144.502572,10.851549,144502.572,10851.549,6906246,29389729,3269729,96.44,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,4,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2039,45000,5000,4827,173,0,96.54,3.46,0,0.887319,0.0346,0.186011,10.916366,46.732054,3583.488081,185802,-182218.511919,0.716698,37.1604,-36.443702,3123.784767,0.624757,435677.689894,0.988537,3967,0.128673,127,0.871327,860,0.011463,46,0.968979,0.988537,0.97866,0.888557,0.929932,0.967072,0.9654,0.105535,0.894465,0.0346,0.96508,0.9654,0.964833,0.888557,0.929932,0.944453,0.943636,0.9654,140.699,11.284,139.714752,11.240275,139714.752,11240.275,6907344,29389729,3269729,96.54,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2041,45000,5000,4822,178,0,96.44,3.56,0,0.885106,0.0356,0.18868,11.228058,47.384474,3585.510369,191172,-187586.489631,0.717102,38.2344,-37.517298,3112.499055,0.6225,434130.86899,0.985294,3953,0.120445,119,0.879555,869,0.014706,59,0.970776,0.985294,0.977981,0.885771,0.932424,0.9683,0.9644,0.099551,0.900449,0.0356,0.963988,0.9644,0.963975,0.885771,0.932424,0.944417,0.94254,0.9644,137.876,10.94,137.22068,10.907228,137220.68,10907.228,6855648,29389729,3269729,96.44,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2044,45000,5000,4816,184,0,96.32,3.68,0,0.881233,0.0368,0.191833,11.606532,48.17647,3585.510369,197616,-194030.489631,0.717102,39.5232,-38.806098,3096.554853,0.619311,431906.974308,0.984546,3950,0.123482,122,0.876518,866,0.015454,62,0.970039,0.984546,0.977239,0.881895,0.930532,0.967449,0.9632,0.102135,0.897865,0.0368,0.962758,0.9632,0.96276,0.881895,0.930532,0.942731,0.940603,0.9632,144.376,10.247,143.692775,10.207054,143692.775,10207.054,6874458,29389729,3269729,96.32,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,7,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2047,45000,5000,4820,180,0,96.4,3.6,0,0.883451,0.036,0.189737,11.354216,47.649935,3585.510369,193320,-189734.489631,0.717102,38.664,-37.946898,3107.184321,0.621437,433389.570763,0.986042,3956,0.125506,124,0.874494,864,0.013958,56,0.969608,0.986042,0.977756,0.884309,0.930268,0.967274,0.964,0.103464,0.896536,0.036,0.963586,0.964,0.96351,0.884309,0.930268,0.943323,0.941708,0.964,147.527,10.997,145.994076,10.903324,145994.076,10903.324,6883062,29389729,3269729,96.4,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,8,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2049,45000,5000,4816,184,0,96.32,3.68,0,0.881233,0.0368,0.191833,11.606532,48.17647,3585.510369,197616,-194030.489631,0.717102,39.5232,-38.806098,3096.554853,0.619311,431906.974308,0.984546,3950,0.123482,122,0.876518,866,0.015454,62,0.970039,0.984546,0.977239,0.881895,0.930532,0.967449,0.9632,0.102135,0.897865,0.0368,0.962758,0.9632,0.96276,0.881895,0.930532,0.942731,0.940603,0.9632,139.621,10.968,138.29072,10.857374,138290.72,10857.374,6862470,29389729,3269729,96.32,50,?,?,?,?
ML_FinalProject-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,9,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 4.0 -R 0.0 -N 0.5 -M 40.0 -C 4.0 -E 0.001 -P 0.1 -model /Users/andremendes -seed 1',14172,20151206.2052,45000,5000,4809,191,0,96.18,3.82,0,0.875696,0.0382,0.195448,12.048084,49.084316,3585.510369,205134,-201548.489631,0.717102,41.0268,-40.309698,3077.953285,0.615591,429312.430512,0.986291,3957,0.137652,136,0.862348,852,0.013709,55,0.966773,0.986291,0.976434,0.876915,0.92432,0.964519,0.9618,0.113161,0.886839,0.0382,0.961356,0.9618,0.961174,0.876915,0.92432,0.939372,0.937821,0.9618,140.353,11.131,139.416217,11.078281,139416.217,11078.281,6876150,29389729,3269729,96.18,50,?,?,?,?
